customer_id,join_date,region,segment,age,annual_spend,support_tickets,nps_score,products_owned,last_login_days
147,2022-12-08,West,Enterprise,61,68348.37,9,2,3,32
148,2023-05-23,East,Startup,26,5736.99,20,2,3,154
149,2023-01-01,Central,SMB,29,24504.48,11,8,1,153
150,2023-03-31,East,Enterprise,50,46004.1,14,9,3,141
151,2023-08-10,East,Startup,37,10679.67,12,3,1,6
152,2023-06-11,Central,Government,41,44234.74,11,5,2,12
153,2023-05-28,East,Enterprise,39,85955.96,18,6,1,156
154,2022-01-13,East,Government,53,26166.65,13,8,2,2
155,2023-06-19,East,Government,36,36897.29,7,10,2,69
156,2022-03-30,East,Enterprise,40,78537.01,1,2,4,71
157,2023-09-13,West,Enterprise,38,68267.99,13,5,1,33
158,2022-11-25,East,Enterprise,58,65386.87,10,1,5,29
159,2023-11-27,West,Startup,60,9408.44,15,4,5,122
160,2023-10-15,Central,Government,45,25283.12,18,4,5,166
161,2022-12-29,South,Startup,34,11331.49,9,8,1,72
162,2023-01-24,East,Government,30,47740.37,7,8,4,163
163,2023-11-25,North,Startup,54,12105.01,20,8,2,146
164,2023-11-23,South,Enterprise,50,30272.87,17,10,5,21
165,2023-09-21,South,Enterprise,63,82609.28,16,3,5,109
166,2022-08-01,East,Startup,39,6438.22,10,9,4,141
167,2023-06-19,West,Enterprise,33,38011.98,4,5,3,106
168,2022-11-15,North,Government,32,48636.53,12,10,3,87
169,2023-08-06,East,SMB,26,17579.64,2,4,5,151
170,2022-05-01,East,Startup,41,11475.47,4,3,5,150
171,2023-04-28,East,SMB,41,17712.94,4,10,4,25
172,2022-03-15,West,Enterprise,40,66816.96,1,9,2,133
173,2023-08-29,South,Enterprise,52,55682.2,4,3,3,19
174,2023-01-26,East,Government,55,29317.04,16,7,5,4
175,2022-12-01,West,Enterprise,25,87249.02,5,2,4,176
176,2022-12-04,West,SMB,52,19801.36,4,4,2,144
177,2022-08-13,South,Enterprise,34,48365.7,13,8,4,128
178,2023-05-25,South,Government,61,57309.73,17,10,1,1
179,2023-11-13,Central,Startup,38,9727.3,8,9,3,31
180,2023-01-13,Central,Government,63,55426.58,17,2,2,34
181,2022-06-20,North,SMB,43,19244.63,8,4,2,150
182,2023-08-05,North,SMB,34,15012.0,13,2,3,72
183,2022-08-16,Central,Enterprise,47,34249.75,10,9,5,85
184,2023-11-16,South,Government,55,42692.63,7,5,1,74
185,2023-02-24,West,Startup,28,7548.86,13,4,5,45
186,2023-06-27,South,SMB,35,16432.41,17,1,5,97
187,2023-02-05,South,Enterprise,47,39516.3,15,2,4,114
188,2023-02-27,West,Startup,52,14092.13,5,1,2,87
189,2023-02-25,West,Enterprise,61,45837.21,12,10,4,140
190,2023-08-19,East,Startup,28,5280.12,15,10,4,39
191,2023-02-23,South,Startup,53,9869.76,19,8,4,31
192,2023-10-18,West,SMB,61,16303.61,19,9,1,145
193,2022-05-25,Central,Enterprise,25,60369.79,3,8,4,169
194,2023-07-11,South,Enterprise,47,53743.59,10,9,5,97
195,2023-07-18,North,SMB,35,25493.66,7,5,4,28
196,2022-10-08,North,Enterprise,39,53701.38,2,8,4,111
197,2022-07-04,West,Enterprise,31,85298.45,7,6,4,144
198,2022-10-10,North,Government,26,51490.53,17,8,1,18
199,2022-09-23,East,Enterprise,51,82066.69,11,9,1,73
200,2023-02-09,Central,Startup,55,13904.86,11,6,2,98
201,2023-03-24,West,Government,41,50242.55,10,6,4,4
202,2023-09-01,Central,Enterprise,64,33096.71,14,10,5,72
203,2022-12-22,North,Government,42,60015.39,6,9,5,20
204,2023-06-23,North,Startup,27,12342.97,18,6,4,53
205,2023-11-20,Central,Startup,41,11626.92,7,3,2,23
206,2023-05-21,Central,Startup,30,8071.66,20,7,4,25
207,2023-05-16,East,Government,37,60720.0,2,4,4,71
208,2022-07-25,Central,Government,36,61678.57,20,10,4,98
209,2022-09-27,North,SMB,63,26399.64,7,3,4,178
210,2022-05-09,West,Startup,29,7525.7,4,2,3,85
211,2022-10-21,West,Enterprise,52,87954.79,18,7,3,90
212,2022-05-31,North,Government,36,22552.91,12,7,5,69
213,2022-05-18,North,Government,26,21480.88,1,2,5,136
214,2023-08-03,East,Government,47,39912.85,17,7,2,17
215,2023-06-03,North,Enterprise,65,54533.81,12,1,2,2
216,2023-08-11,West,SMB,60,16605.13,13,1,3,71
217,2022-01-04,Central,Government,47,56164.63,14,1,4,30
218,2023-07-28,East,Enterprise,49,60623.04,20,7,2,13
219,2022-11-12,South,Government,57,42654.44,2,6,5,25
220,2022-10-30,North,Enterprise,59,71706.19,5,7,3,37
221,2023-01-06,West,Startup,52,10530.17,14,9,2,51
222,2023-08-07,East,Startup,58,11394.38,20,5,5,123
223,2022-08-05,East,Enterprise,45,80486.77,14,2,4,158
224,2023-06-21,East,Government,46,51748.95,18,5,4,52
225,2022-10-21,South,Enterprise,48,40764.83,17,3,3,131
226,2022-02-21,South,SMB,46,10577.71,13,3,5,22
227,2023-02-08,West,SMB,53,20152.48,12,7,3,19
228,2022-01-06,North,Enterprise,33,60404.92,8,5,5,43
229,2022-03-05,West,SMB,29,26081.96,16,4,4,6
230,2023-06-30,Central,Enterprise,46,84122.72,15,8,5,148
231,2023-07-01,East,Enterprise,64,82191.29,11,3,5,76
232,2022-11-14,East,Startup,28,8470.37,19,8,4,112
233,2023-07-09,Central,Government,62,57306.41,18,1,2,38
234,2022-08-14,Central,Startup,60,5903.94,10,1,1,3
235,2022-04-12,East,Government,63,54882.04,11,5,1,151
236,2023-06-03,Central,SMB,36,25578.94,19,9,5,153
237,2022-09-11,West,Startup,62,7943.91,5,4,4,108
238,2022-06-26,West,Startup,37,9105.23,14,2,3,117
239,2023-07-03,Central,SMB,56,21534.24,6,9,4,36
240,2023-02-05,South,Enterprise,54,60254.86,5,10,2,173
241,2022-03-18,East,Startup,60,13696.06,19,5,4,100
242,2023-09-07,South,SMB,46,22303.28,5,7,1,73
243,2022-10-19,Central,Enterprise,64,38122.92,4,3,5,11
244,2022-08-23,Central,Enterprise,61,63668.85,0,3,3,166
245,2022-08-29,East,SMB,40,26732.28,17,5,4,172
246,2022-04-11,South,Startup,44,10378.43,15,8,5,128
247,2023-10-06,South,Government,57,36041.55,10,6,1,92
248,2022-05-17,Central,Startup,40,13395.96,9,5,2,168
249,2022-11-06,South,Startup,51,7346.14,11,3,2,11
250,2022-08-22,Central,Startup,60,5202.76,11,4,2,27
251,2023-10-29,Central,Startup,43,14233.49,15,9,2,164
252,2023-03-12,South,Startup,61,7683.43,10,9,2,138
253,2023-10-04,East,SMB,30,14324.45,11,8,5,86
254,2023-05-04,West,Government,50,22021.18,5,5,3,13
255,2022-03-20,North,Startup,37,6519.81,1,6,3,135
256,2023-06-11,North,SMB,55,11954.4,3,8,5,134
257,2023-03-25,Central,Startup,44,5539.5,11,1,3,103
258,2023-07-26,South,Government,28,62640.56,15,5,5,85
259,2022-07-11,Central,Government,54,53300.69,10,5,2,41
260,2023-07-09,South,SMB,44,17784.88,5,1,5,24
261,2023-04-24,South,Government,48,49052.15,4,6,5,145
262,2022-08-17,Central,Startup,36,8098.49,12,3,2,115
263,2022-10-28,North,Enterprise,31,79860.32,5,2,2,146
264,2022-11-22,North,Enterprise,50,58433.17,14,5,5,127
265,2023-03-18,South,SMB,27,12152.33,10,5,3,34
266,2022-09-06,Central,SMB,42,26736.73,14,6,5,70
267,2022-07-30,West,Startup,25,6004.24,15,9,1,98
268,2023-10-14,South,Enterprise,63,77645.52,5,8,3,26
269,2023-01-06,Central,Startup,47,6236.63,6,1,3,91
270,2023-11-23,North,Startup,35,7677.29,18,7,2,123
271,2022-04-09,North,Government,42,54588.77,5,5,5,94
272,2023-02-02,Central,Enterprise,63,83435.15,3,2,2,149
273,2022-03-21,Central,Government,42,57644.91,13,10,3,30
274,2022-03-14,North,Government,33,29729.38,8,7,4,5
275,2022-08-27,Central,Enterprise,61,31725.06,7,2,4,28
276,2023-06-19,West,Enterprise,58,33343.34,13,4,1,58
277,2022-09-29,West,SMB,31,22857.93,18,1,2,38
278,2023-06-14,West,Enterprise,55,80918.83,2,9,3,100
279,2022-02-04,West,Government,32,32528.76,20,10,5,18
280,2023-01-09,South,SMB,27,21612.13,0,8,2,173
281,2023-01-07,East,SMB,29,25159.45,0,7,2,22
282,2022-06-14,Central,Enterprise,51,75330.99,9,1,3,147
283,2023-01-20,South,Government,46,54303.48,0,9,5,41
284,2023-09-28,North,SMB,31,26553.89,17,7,1,155
285,2022-03-05,Central,Enterprise,50,53398.54,12,7,3,165
286,2022-02-26,Central,Startup,50,13251.31,8,6,3,87
287,2022-07-21,Central,Enterprise,28,66959.45,8,3,5,130
288,2023-01-07,West,Startup,60,8258.41,7,8,5,125
289,2022-06-14,West,Startup,41,12504.71,16,2,3,59
290,2022-01-07,South,SMB,43,15282.79,18,10,2,125
291,2022-10-07,West,Government,35,49049.77,13,8,5,82
292,2022-12-29,East,Government,51,21242.44,16,8,5,158
293,2022-04-29,West,Government,38,57397.25,0,3,5,100
294,2022-10-09,North,SMB,31,18171.52,18,6,5,168
295,2022-02-08,West,Startup,46,10531.57,18,7,2,24
296,2023-07-01,Central,Government,65,25813.66,16,8,5,136
297,2023-06-08,South,SMB,47,11032.61,13,1,5,95
298,2023-06-03,West,Enterprise,46,82219.54,0,6,3,130
299,2022-04-08,East,Government,62,48215.14,3,3,2,95
300,2022-04-28,East,Government,46,30132.18,1,10,1,93
301,2023-07-07,Central,Startup,61,5394.4,4,9,5,25
302,2022-03-04,East,Enterprise,31,87912.06,1,10,4,156
303,2023-11-16,South,SMB,50,25819.81,10,9,3,9
304,2022-10-27,North,SMB,40,24355.03,6,3,4,9
305,2023-07-24,North,SMB,59,16952.93,5,4,5,143
306,2023-01-13,West,Startup,50,8826.77,9,9,4,36
307,2022-03-02,South,Government,38,58391.97,12,10,3,133
308,2022-02-10,North,Enterprise,41,63031.45,19,2,4,143
309,2022-12-31,Central,Startup,29,13822.33,11,2,1,111
310,2023-11-09,South,SMB,31,19145.06,7,4,1,169
311,2023-11-10,Central,Government,57,46940.0,19,8,4,114
312,2022-02-22,East,SMB,47,21861.55,20,2,5,151
313,2022-12-17,South,Enterprise,40,31628.03,19,6,4,157
314,2022-10-31,East,Government,44,55395.13,3,5,3,28
315,2023-06-27,West,SMB,50,15552.51,11,9,3,73
316,2022-09-02,East,Startup,62,6505.92,4,2,2,76
317,2023-07-25,South,Enterprise,36,46817.57,6,4,5,61
318,2022-07-05,Central,Enterprise,36,63142.6,14,4,3,60
319,2023-11-03,Central,Startup,32,5814.03,7,8,1,119
320,2023-07-12,East,Startup,58,9506.13,10,9,4,167
321,2022-07-01,Central,Startup,55,14084.0,6,4,1,29
322,2023-03-01,East,Government,59,45887.24,2,1,3,49
323,2023-03-13,North,Government,43,50703.91,7,10,5,150
324,2023-08-02,Central,Enterprise,64,30324.06,11,1,3,61
325,2022-08-17,North,Startup,61,13915.87,18,10,5,167
326,2023-05-28,West,Enterprise,42,54368.19,17,2,3,155
327,2022-09-13,South,Government,57,42150.71,7,1,1,172
328,2022-04-21,West,Enterprise,51,46783.06,12,7,5,21
329,2023-11-11,South,Startup,56,11271.0,7,2,1,146
330,2023-03-27,Central,SMB,32,18062.8,2,7,1,131
331,2023-07-04,West,Startup,48,12566.13,11,2,5,116
332,2023-07-21,West,SMB,58,15094.26,17,5,4,119
333,2022-05-23,West,Government,62,35480.94,1,4,3,89
334,2023-06-10,Central,Enterprise,46,43104.15,5,6,3,127
335,2022-12-22,Central,Government,44,52942.13,17,8,4,154
336,2023-03-31,North,Startup,36,6517.05,1,3,3,72
337,2022-12-09,Central,Enterprise,35,72964.46,15,1,2,69
338,2022-02-01,South,Startup,32,13038.53,15,10,5,124
339,2023-06-02,East,SMB,58,26868.23,12,9,4,127
340,2022-04-28,East,Enterprise,52,65138.08,17,1,1,94
341,2023-11-02,Central,Startup,31,4829.75,2,2,5,70
342,2023-11-21,South,Startup,65,6572.82,8,1,3,19
343,2023-05-12,Central,Startup,58,10208.43,2,10,1,162
344,2023-05-01,East,Startup,34,13618.69,9,7,2,14
345,2023-09-15,West,Startup,65,12103.47,3,8,4,105
346,2023-03-07,East,Enterprise,28,56660.15,0,4,2,40
347,2022-12-17,Central,Startup,53,13397.27,4,9,2,132
348,2022-11-24,Central,Government,31,26920.08,10,8,5,91
349,2023-01-16,North,Startup,58,8583.86,1,5,5,140
350,2023-04-11,East,Enterprise,63,77443.13,4,2,4,178
351,2023-08-16,South,Enterprise,54,58313.98,12,8,5,113
352,2023-05-18,North,Government,46,46302.08,7,1,1,98
353,2022-05-04,West,Government,59,48138.3,8,5,3,95
354,2022-03-31,West,Enterprise,39,33669.22,12,9,4,58
355,2022-09-08,Central,Enterprise,31,49948.51,8,4,1,30
356,2022-08-25,North,SMB,42,26749.74,15,5,2,34
357,2023-05-20,East,SMB,45,11610.73,3,5,2,151
358,2023-06-21,East,Enterprise,32,31471.3,17,9,1,116
359,2022-11-09,East,Enterprise,32,66688.23,14,7,2,116
360,2023-10-07,Central,Government,36,58378.51,5,6,1,163
361,2023-09-18,Central,Startup,33,7404.16,2,5,3,47
362,2023-08-21,Central,Enterprise,41,41271.01,0,1,3,168
363,2022-02-01,West,SMB,58,21935.67,13,10,5,79
364,2023-03-28,East,Startup,30,9716.32,10,7,1,65
365,2022-01-23,South,Startup,42,11036.95,0,7,1,6
366,2022-12-11,South,SMB,47,19035.31,18,8,3,138
367,2023-02-14,Central,Government,29,27804.5,0,7,5,136
368,2022-08-04,East,Government,53,31274.78,14,9,2,161
369,2022-09-23,North,SMB,65,17003.1,16,4,3,91
370,2023-05-04,South,Enterprise,53,36209.18,1,3,3,180
371,2022-05-29,Central,Government,46,39889.98,7,9,4,60
372,2023-11-22,South,Startup,29,12448.11,4,1,3,11
373,2022-09-18,West,Startup,53,10044.88,12,7,4,37
374,2023-03-28,North,SMB,29,11440.47,9,1,1,59
375,2022-07-07,West,Startup,40,9077.49,7,10,4,137
376,2023-01-12,North,SMB,53,25041.91,5,4,2,90
377,2023-01-16,East,SMB,27,18237.69,14,6,1,31
378,2023-09-14,South,SMB,65,22857.35,9,5,2,173
379,2023-03-17,East,Enterprise,45,43224.01,15,7,2,162
380,2023-09-23,East,Government,58,35744.14,2,5,2,55
381,2023-05-10,North,Startup,57,8053.6,3,4,1,57
382,2023-06-26,East,SMB,51,15851.19,2,4,3,177
383,2023-06-06,Central,Startup,47,9536.07,14,6,1,43
384,2023-10-07,Central,Government,47,49073.7,19,10,5,155
385,2022-01-08,North,Enterprise,32,34404.22,3,10,3,8
386,2023-01-06,South,Startup,60,13734.75,7,1,5,40
387,2022-04-14,North,Government,61,23944.59,1,9,4,127
388,2023-08-25,Central,Enterprise,60,89750.31,9,6,4,63
389,2022-10-09,West,SMB,53,12011.82,17,4,1,10
390,2023-08-10,South,Enterprise,51,42894.09,17,7,1,110
391,2022-02-22,South,SMB,34,17112.17,8,3,1,122
392,2023-07-21,South,Government,53,60391.64,1,6,1,169
393,2022-03-23,Central,SMB,35,15374.44,10,2,2,21
394,2022-07-29,Central,SMB,28,18139.06,7,10,2,55
395,2022-10-20,West,SMB,36,16360.09,8,3,3,3
396,2022-02-04,North,Government,42,55015.94,11,10,1,73
397,2022-09-26,West,SMB,60,12609.38,7,4,4,122
398,2022-02-11,West,Government,35,51829.22,16,1,5,175
399,2023-08-17,East,Government,26,35344.92,9,5,1,144
400,2023-10-10,East,Government,53,60849.12,3,1,1,37
401,2023-04-01,East,Government,60,46428.13,13,9,4,173
402,2023-05-24,Central,Enterprise,32,56027.84,19,1,2,79
403,2023-07-09,South,Government,49,34957.52,20,7,4,103
404,2022-08-09,North,Government,35,50984.36,14,3,4,91
405,2023-04-11,South,Enterprise,60,81938.94,19,2,2,20
406,2022-08-18,South,Government,28,39862.1,5,8,3,104
407,2022-05-22,South,SMB,33,14891.45,9,7,2,159
408,2023-02-17,South,SMB,49,16401.45,3,10,4,100
409,2023-08-06,West,SMB,37,9060.19,9,2,3,179
410,2023-09-28,Central,Startup,42,10456.55,14,10,3,137
411,2023-11-09,East,Government,31,58431.06,12,8,3,100
412,2023-08-10,East,Startup,65,8889.93,20,9,2,5
413,2023-09-01,Central,Enterprise,60,34889.29,10,1,4,76
414,2022-03-02,South,SMB,47,20709.06,5,7,3,174
415,2023-10-21,North,Startup,61,8063.56,10,2,3,154
416,2023-01-11,West,SMB,65,21341.27,17,2,4,9
417,2022-11-29,Central,Government,27,34624.36,12,8,1,107
418,2023-08-29,West,Government,60,51845.78,2,10,4,100
419,2023-04-12,South,Enterprise,44,62923.6,4,5,4,152
420,2023-01-17,West,Enterprise,45,70253.15,0,3,1,102
421,2022-12-11,North,Startup,53,13410.09,0,3,3,166
422,2023-11-23,North,Enterprise,47,42880.75,4,7,2,152
423,2023-02-03,South,Startup,52,10570.47,11,4,4,40
424,2022-12-20,West,Government,48,32821.01,3,10,1,28
425,2023-10-23,North,Government,28,54001.33,15,9,2,173
426,2022-04-18,North,Government,51,32481.78,18,10,4,9
427,2023-02-10,West,Startup,33,7335.26,11,1,4,167
428,2022-03-13,South,Government,35,35875.54,17,8,1,63
429,2022-05-20,South,Government,47,31507.58,4,9,5,7
430,2022-01-24,East,Government,54,33720.66,16,3,5,77
431,2023-11-12,South,Enterprise,45,32237.38,8,9,2,145
432,2022-03-08,West,SMB,27,9394.66,12,6,4,140
433,2023-04-21,Central,Government,28,32731.27,10,8,3,34
434,2023-10-01,Central,Startup,38,6218.62,11,10,4,108
435,2023-10-18,Central,SMB,61,12288.54,15,4,1,162
436,2023-05-10,South,SMB,53,25879.73,15,4,3,144
437,2022-11-28,West,Government,46,43495.27,20,10,5,1
438,2023-10-17,North,Government,41,45822.77,7,8,3,115
439,2023-08-02,South,Government,28,50938.42,11,6,2,20
440,2023-01-25,West,Startup,28,7594.03,7,5,3,139
441,2022-10-25,West,Government,32,47592.41,14,8,1,105
442,2022-06-05,South,Enterprise,36,76905.09,16,3,5,129
443,2022-04-06,South,SMB,27,11311.36,15,3,3,123
444,2022-12-11,South,SMB,51,25852.61,10,6,3,136
445,2022-08-17,North,Startup,36,11668.42,18,4,1,29
446,2022-04-09,West,Government,59,53339.8,3,5,3,16
447,2023-07-15,East,Startup,64,11044.9,4,5,5,111
448,2023-03-20,Central,Enterprise,28,36551.66,12,4,1,69
449,2022-08-05,West,Government,26,49132.04,9,4,5,152
450,2022-06-12,North,Startup,43,8673.86,10,9,3,33
451,2022-04-04,North,Enterprise,32,59655.43,19,10,2,15
452,2023-04-16,West,Enterprise,47,80586.45,15,3,5,121
453,2023-01-19,South,SMB,38,23412.22,10,7,3,116
454,2022-07-19,South,Startup,49,5075.63,4,9,5,177
455,2022-09-24,East,SMB,62,16016.46,18,4,2,129
456,2023-09-21,East,Government,36,61201.96,18,8,1,122
